,Trigger document,Earmarked Funds,Document item,Business Transaction,Consptn in Doc.Crncy,Currency,Revaluation rate,Consumption in LC,Local Currency,Delete Date,Document Date,Reduction text,Purchasing Document,Reference document,Reference procedure,Reference line item,Item,Line item,Seq. No. of Account Assgt,GL
4965,4501819674 00001,,4.0,Purchase Order,"1,915.00",CAD,,"1,915.00",CAD,2018-10-03,2018-09-25,Metal Stock,4501819674.0,4501819674.0,PORD,1.0,1.0,,,7210.0
4966,4501819676 00001,,4.0,Purchase Order,857.21,CAD,,857.21,CAD,2018-10-31,2018-09-25,Textiles,4501819676.0,4501819676.0,PORD,1.0,1.0,,,7210.0
4967,4501819677 00001,,4.0,Purchase Order,490,CAD,,490,CAD,2018-10-03,2018-09-25,Teflon,4501819677.0,4501819677.0,PORD,1.0,1.0,,,7210.0
4968,4501819632 00001,,4.0,Purchase Order,922.12,CAD,,922.12,CAD,2018-11-13,2018-09-25,SPV Stock,4501819632.0,4501819632.0,PORD,1.0,1.0,,,7210.0
4969,4501818987 00001,,4.0,Purchase Order,843.12,CAD,,843.12,CAD,2018-11-13,2018-09-24,Material as per Quote,4501818987.0,4501818987.0,PORD,1.0,1.0,,,7210.0
4970,4501818947 00001,,4.0,Purchase Order,870.56,CAD,,870.56,CAD,2018-10-29,2018-09-24,Platform Truck 60in,4501818947.0,4501818947.0,PORD,1.0,1.0,,,7210.0
4971,4501818454 00003,,4.0,Purchase Order,335.92,CAD,,335.92,CAD,2018-10-26,2018-09-21,Bulk Hardware 8 Hangar,4501818454.0,4501818454.0,PORD,3.0,3.0,,,7210.0
4972,4501813586 00002,,4.0,Purchase Order,390,CAD,,390,CAD,2018-10-12,2018-09-12,plug 600v ( Female ),4501813586.0,4501813586.0,PORD,2.0,2.0,,,7210.0
4973,4501813586 00001,,4.0,Purchase Order,315,CAD,,315,CAD,2018-10-12,2018-09-12,Plug 600v ( Male),4501813586.0,4501813586.0,PORD,1.0,1.0,,,7210.0
4974,4501810922 00002,,4.0,Purchase Order,750.09,CAD,,750.09,CAD,2018-10-09,2018-09-07,Bulk Hardware 7 Hangar,4501810922.0,4501810922.0,PORD,2.0,2.0,,,7210.0
4976,4501807297 00001,,4.0,Purchase Order,60.36,CAD,,60.36,CAD,2018-09-07,2018-08-30,Wiper Blades,4501807297.0,4501807297.0,PORD,1.0,1.0,,,7210.0
4977,4501807296 00002,,4.0,Purchase Order,494.4,CAD,,494.4,CAD,2018-10-09,2018-08-30,Bulk Hardware 8 Hangar,4501807296.0,4501807296.0,PORD,2.0,2.0,,,7210.0
4978,4501803988 00001,,4.0,Purchase Order,622.51,CAD,,622.51,CAD,2018-09-26,2018-08-23,Bulk Hardware 7 Hangar,4501803988.0,4501803988.0,PORD,1.0,1.0,,,7210.0
4979,4501803628 00002,,4.0,Purchase Order,73.49,CAD,,73.49,CAD,2018-11-01,2018-08-22,Bulk Hardware 8 Hangar,4501803628.0,4501803628.0,PORD,2.0,2.0,,,7210.0
4980,4501801181 00001,,4.0,Purchase Order,788.2,CAD,,788.2,CAD,2018-09-27,2018-08-17,Bulk Hardware 7 Hangar,4501801181.0,4501801181.0,PORD,1.0,1.0,,,7210.0
4981,4501800764 00001,,4.0,Purchase Order,244.95,CAD,,244.95,CAD,2018-08-30,2018-08-16,Welding Cart,4501800764.0,4501800764.0,PORD,1.0,1.0,,,7210.0
4982,4501800470 00003,,4.0,Purchase Order,615.91,CAD,,615.91,CAD,2018-09-20,2018-08-16,Bulk Hardware 8 Hangar,4501800470.0,4501800470.0,PORD,3.0,3.0,,,7210.0
4983,4501797152 00001,,4.0,Purchase Order,79.2,CAD,,79.2,CAD,2018-09-24,2018-08-09,3/8 hose Clear,4501797152.0,4501797152.0,PORD,1.0,1.0,,,7210.0
4984,4501797934 00001,,4.0,Purchase Order,685.92,CAD,,685.92,CAD,2018-10-12,2018-08-10,Bulk Hardware 7 Hangar,4501797934.0,4501797934.0,PORD,1.0,1.0,,,7210.0
4985,4501797214 00002,,4.0,Purchase Order,288.55,CAD,,288.55,CAD,2018-09-13,2018-08-09,Bulk Hardware 8 Hangar,4501797214.0,4501797214.0,PORD,2.0,2.0,,,7210.0
4986,4501796688 00001,,4.0,Purchase Order,128.76,CAD,,128.76,CAD,2018-08-17,2018-08-08,Lumber,4501796688.0,4501796688.0,PORD,1.0,1.0,,,7210.0
4987,4501795873 00001,,4.0,Purchase Order,54,CAD,,54,CAD,2018-08-17,2018-08-07,Glass for sandblaster lights,4501795873.0,4501795873.0,PORD,1.0,1.0,,,7210.0
4988,4501795046 00001,,4.0,Purchase Order,958.38,CAD,,958.38,CAD,2018-09-13,2018-08-03,Bulk Hardware 7 Hangar,4501795046.0,4501795046.0,PORD,1.0,1.0,,,7210.0
4989,4501794356 00002,,4.0,Purchase Order,23.98,CAD,,23.98,CAD,2018-08-17,2018-08-02,Fluorescent Bulb,4501794356.0,4501794356.0,PORD,2.0,2.0,,,7210.0
4991,4501794603 00003,,4.0,Purchase Order,128.2,CAD,,128.2,CAD,2018-09-12,2018-08-02,Bulk Hardware 8 Hangar,4501794603.0,4501794603.0,PORD,3.0,3.0,,,7210.0
4992,4501793666 00002,,4.0,Purchase Order,476.42,CAD,,476.42,CAD,2018-09-12,2018-08-01,Bulk Hardware AMSE,4501793666.0,4501793666.0,PORD,2.0,2.0,,,7210.0
4993,4501792299 00001,,4.0,Purchase Order,937.07,CAD,,937.07,CAD,2018-09-13,2018-07-30,AMSE/GSE Stock,4501792299.0,4501792299.0,PORD,1.0,1.0,,,7210.0
4994,4501789104 00002,,4.0,Purchase Order,14.99,CAD,,14.99,CAD,2018-08-03,2018-07-23,Battery Filler,4501789104.0,4501789104.0,PORD,2.0,2.0,,,7210.0
4995,4501788302 00001,,4.0,Purchase Order,367.59,CAD,,367.59,CAD,2018-08-22,2018-07-20,Bulk Hardware 7 Hangar,4501788302.0,4501788302.0,PORD,1.0,1.0,,,7210.0
4996,4501787863 00001,,4.0,Purchase Order,39.58,CAD,,39.58,CAD,2018-09-26,2018-07-19,O-Ring Kit,4501787863.0,4501787863.0,PORD,1.0,1.0,,,7210.0
4997,4501787857 00002,,4.0,Purchase Order,424.36,CAD,,424.36,CAD,2018-08-22,2018-07-09,Bulk Hardware 8 Hangar,4501787857.0,4501787857.0,PORD,2.0,2.0,,,7210.0
4998,4501784277 00003,,4.0,Purchase Order,151.39,CAD,,151.39,CAD,2018-08-17,2018-07-13,Bulk Hardware 8 Hangar,4501784277.0,4501784277.0,PORD,3.0,3.0,,,7210.0
4999,4501784368 00001,,4.0,Purchase Order,654.39,CAD,,654.39,CAD,2019-08-03,2018-07-13,SPV Stock,4501784368.0,4501784368.0,PORD,1.0,1.0,,,7210.0
5000,4501780515 00001,,4.0,Purchase Order,208.44,CAD,,208.44,CAD,2018-07-13,2018-07-06,Wipers,4501780515.0,4501780515.0,PORD,1.0,1.0,,,7210.0
5001,4501780513 00001,,4.0,Purchase Order,664.37,CAD,,664.37,CAD,2018-08-17,2018-07-06,Bulk Hardware 7 Hangar,4501780513.0,4501780513.0,PORD,1.0,1.0,,,7210.0
5002,4501780247 00002,,4.0,Purchase Order,283.95,CAD,,283.95,CAD,2018-09-12,2018-07-05,Bulk Hardware 8 Hangar,4501780247.0,4501780247.0,PORD,2.0,2.0,,,7210.0
5003,4501778061 00002,,4.0,Purchase Order,430.89,CAD,,430.89,CAD,2018-08-17,2018-06-29,Bulk Hardware 7 Hangar,4501778061.0,4501778061.0,PORD,2.0,2.0,,,7210.0
5004,4501777756 00003,,4.0,Purchase Order,332.16,CAD,,332.16,CAD,2018-08-17,2018-06-28,Bulk Hardware 8 Hangar,4501777756.0,4501777756.0,PORD,3.0,3.0,,,7210.0
5005,4501775068 00001,,4.0,Purchase Order,104,CAD,,104,CAD,2018-07-03,2018-06-22,Industrial Grade Tissue Paper,4501775068.0,4501775068.0,PORD,1.0,1.0,,,7210.0
5006,4501775065 00001,,4.0,Purchase Order,20.1,CAD,,20.1,CAD,2018-07-03,2018-06-22,Key Blanks,4501775065.0,4501775065.0,PORD,1.0,1.0,,,7210.0
5008,4501775061 00001,,4.0,Purchase Order,279.96,CAD,,279.96,CAD,2018-07-03,2018-06-22,Wheel Chocks,4501775061.0,4501775061.0,PORD,1.0,1.0,,,7210.0
5009,4501775005 00002,,4.0,Purchase Order,324.6,CAD,,324.6,CAD,2018-08-17,2018-06-22,Bulk Hardware 8 Hangar,4501775005.0,4501775005.0,PORD,2.0,2.0,,,7210.0
5010,4501774535 00001,,4.0,Purchase Order,435,CAD,,435,CAD,2018-07-05,2018-06-21,Rags,4501774535.0,4501774535.0,PORD,1.0,1.0,,,7210.0
5011,4501774525 00001,,4.0,Purchase Order,355.74,CAD,,355.74,CAD,2018-07-19,2018-06-21,Bulk Hardware 7 Hangar,4501774525.0,4501774525.0,PORD,1.0,1.0,,,7210.0
5012,4501773421 00002,,4.0,Purchase Order,647.76,CAD,,647.76,CAD,2018-08-16,2018-06-20,Water Pump,4501773421.0,4501773421.0,PORD,2.0,2.0,,,7210.0
5013,4501773421 00001,,4.0,Purchase Order,237.52,CAD,,237.52,CAD,2018-08-16,2018-06-20,Belts,4501773421.0,4501773421.0,PORD,1.0,1.0,,,7210.0
5014,4501770731 00002,,4.0,Purchase Order,625.3,CAD,,625.3,CAD,2018-07-13,2018-06-14,Bulk Hardware 7 Hangar,4501770731.0,4501770731.0,PORD,2.0,2.0,,,7210.0
5015,4501770746 00001,,4.0,Purchase Order,400.62,CAD,,400.62,CAD,2018-07-13,2018-06-14,8 Hanger Stock,4501770746.0,4501770746.0,PORD,1.0,1.0,,,7210.0
5016,4501770620 00001,,4.0,Purchase Order,240.92,CAD,,240.92,CAD,2018-07-05,2018-06-14,Refueling Stock,4501770620.0,4501770620.0,PORD,1.0,1.0,,,7210.0
5017,4501767253 00001,,4.0,Purchase Order,537.01,CAD,,537.01,CAD,2018-07-18,2018-06-08,Bulk Hardware 7 Hangar,4501767253.0,4501767253.0,PORD,1.0,1.0,,,7210.0
5018,4501765628 00001,,4.0,Purchase Order,208.27,CAD,,208.27,CAD,2018-07-13,2018-06-06,Bulk Hardware 8 Hangar,4501765628.0,4501765628.0,PORD,1.0,1.0,,,7210.0
5019,4501765284 00002,,4.0,Purchase Order,39,CAD,,39,CAD,2018-06-22,2018-06-06,Spray,4501765284.0,4501765284.0,PORD,2.0,2.0,,,7210.0
5020,4501762199 00001,,4.0,Purchase Order,625.92,CAD,,625.92,CAD,2018-07-10,2018-05-31,Bulk Hardware 7 Hangar,4501762199.0,4501762199.0,PORD,1.0,1.0,,,7210.0
5021,4501762197 00003,,4.0,Purchase Order,0,CAD,,0,CAD,2018-06-06,2018-05-01,Spray,4501762197.0,4501762197.0,PORD,3.0,3.0,,,7210.0
5022,4501762197 00001,,4.0,Purchase Order,0,CAD,,0,CAD,2018-06-06,2018-05-01,Bulk Hardware 7 Hangar,4501762197.0,4501762197.0,PORD,1.0,1.0,,,7210.0
5023,4501762845 00001,,4.0,Purchase Order,577.08,CAD,,577.08,CAD,2018-06-26,2018-06-01,8 Hanger Stock,4501762845.0,4501762845.0,PORD,1.0,1.0,,,7210.0
5024,4501759640 00001,,4.0,Purchase Order,720,CAD,,720,CAD,2018-06-14,2018-05-28,Engraving Supplies,4501759640.0,4501759640.0,PORD,1.0,1.0,,,7210.0
5025,4501759073 00001,,4.0,Purchase Order,224.81,CAD,,224.81,CAD,2018-08-03,2018-05-25,Bulk Hardware 8 Hangar,4501759073.0,4501759073.0,PORD,1.0,1.0,,,7210.0
5026,4501758659 00001,,4.0,Purchase Order,403.62,CAD,,403.62,CAD,2018-07-03,2018-05-24,Bulk Hardware 7 Hangar,4501758659.0,4501758659.0,PORD,1.0,1.0,,,7210.0
5027,4501756467 00001,,4.0,Purchase Order,379.54,CAD,,379.54,CAD,2018-07-18,2018-05-22,Bulk Hardware 7 Hangar,4501756467.0,4501756467.0,PORD,1.0,1.0,,,7210.0
5028,4501755747 00003,,4.0,Purchase Order,495.82,CAD,,495.82,CAD,2018-06-22,2018-05-18,Bulk Hardware 8 Hangar,4501755747.0,4501755747.0,PORD,3.0,3.0,,,7210.0
5029,4501751062 00001,,4.0,Purchase Order,620.78,CAD,,620.78,CAD,2018-06-22,2018-05-10,Bulk Hardware 7 Hangar,4501751062.0,4501751062.0,PORD,1.0,1.0,,,7210.0
5030,4501752210 00003,,4.0,Purchase Order,138.75,CAD,,138.75,CAD,2018-05-22,2018-05-14,Laser Alum   BLK/Gold,4501752210.0,4501752210.0,PORD,3.0,3.0,,,7210.0
5031,4501752210 00002,,4.0,Purchase Order,46.25,CAD,,46.25,CAD,2018-05-22,2018-05-14,Laser Alum   Blk/Silver,4501752210.0,4501752210.0,PORD,2.0,2.0,,,7210.0
5032,4501752210 00001,,4.0,Purchase Order,92.5,CAD,,92.5,CAD,2018-05-22,2018-05-14,Laser Alum  Blue/Silver,4501752210.0,4501752210.0,PORD,1.0,1.0,,,7210.0
5033,4501750295 00004,,4.0,Purchase Order,133.64,CAD,,133.64,CAD,2018-07-03,2018-05-09,Bulk Hardware,4501750295.0,4501750295.0,PORD,4.0,4.0,,,7210.0
5034,4501750107 00001,,4.0,Purchase Order,349.9,CAD,,349.9,CAD,2018-05-28,2018-05-09,Contact Block,4501750107.0,4501750107.0,PORD,1.0,1.0,,,7210.0
5035,4501748744 00001,,4.0,Purchase Order,65,CAD,,65,CAD,2018-05-14,2018-05-08,Murphy's Tire Soap,4501748744.0,4501748744.0,PORD,1.0,1.0,,,7210.0
5036,4501747762 00006,,4.0,Purchase Order,27.98,CAD,,27.98,CAD,2018-05-07,2018-05-07,Swiffer Duster Refills,4501747762.0,4501747762.0,PORD,6.0,6.0,,,7210.0
5037,4501747762 00005,,4.0,Purchase Order,31.94,CAD,,31.94,CAD,2018-05-07,2018-05-07,Micrfiber cloths,4501747762.0,4501747762.0,PORD,5.0,5.0,,,7210.0
5038,4501747762 00004,,4.0,Purchase Order,36.45,CAD,,36.45,CAD,2018-05-07,2018-05-07,Spray nine,4501747762.0,4501747762.0,PORD,4.0,4.0,,,7210.0
5039,4501747762 00003,,4.0,Purchase Order,17.94,CAD,,17.94,CAD,2018-05-07,2018-05-07,Lysol Wipes,4501747762.0,4501747762.0,PORD,3.0,3.0,,,7210.0
5041,4501747762 00001,,4.0,Purchase Order,59.94,CAD,,59.94,CAD,2018-05-07,2018-05-07,Armor all,4501747762.0,4501747762.0,PORD,1.0,1.0,,,7210.0
5042,4501747482 00001,,4.0,Purchase Order,773.61,CAD,,773.61,CAD,2018-05-28,2018-05-04,SPV Stock,4501747482.0,4501747482.0,PORD,1.0,1.0,,,7210.0
5043,4501745624 00001,,4.0,Purchase Order,848.88,CAD,,848.88,CAD,2018-06-11,2018-05-03,8 Hanger Stock,4501745624.0,4501745624.0,PORD,1.0,1.0,,,7210.0
5044,4501743252 00001,,4.0,Purchase Order,688.23,CAD,,688.23,CAD,2018-05-28,2018-04-30,7 Hanger Stock,4501743252.0,4501743252.0,PORD,1.0,1.0,,,7210.0
5045,4501742145 00001,,4.0,Purchase Order,53.16,CAD,,53.16,CAD,2018-05-01,2018-04-26,8' Dipsticks,4501742145.0,4501742145.0,PORD,1.0,1.0,,,7210.0
5047,4501738689 00001,,4.0,Purchase Order,635.67,CAD,,635.67,CAD,2018-06-01,2018-04-23,Bulk Hardware 7 Hangar,4501738689.0,4501738689.0,PORD,1.0,1.0,,,7210.0
5048,4501733378 00001,,4.0,Purchase Order,243.8,CAD,,243.8,CAD,2018-05-15,2018-04-13,Milling Bits,4501733378.0,4501733378.0,PORD,1.0,1.0,,,7210.0
5049,4501734101 00001,,4.0,Purchase Order,68.29,CAD,,68.29,CAD,2018-06-01,2018-04-16,Stainless Steel Screws,4501734101.0,4501734101.0,PORD,1.0,1.0,,,7210.0
5050,4501735474 00003,,4.0,Purchase Order,82.64,CAD,,82.64,CAD,2018-05-15,2018-04-17,Wiper Blade 28,4501735474.0,4501735474.0,PORD,3.0,3.0,,,7210.0
5051,4501735474 00002,,4.0,Purchase Order,82.64,CAD,,82.64,CAD,2018-05-15,2018-04-17,Wiper Blade 26,4501735474.0,4501735474.0,PORD,2.0,2.0,,,7210.0
5052,4501735474 00001,,4.0,Purchase Order,58.96,CAD,,58.96,CAD,2018-05-15,2018-04-17,Wiper Blade 14,4501735474.0,4501735474.0,PORD,1.0,1.0,,,7210.0
5053,4501733324 00005,,4.0,Purchase Order,222.27,CAD,,222.27,CAD,2018-06-01,2018-04-13,Bulk Hardware,4501733324.0,4501733324.0,PORD,5.0,5.0,,,7210.0
5054,4501732779 00001,,4.0,Purchase Order,704.3,CAD,,704.3,CAD,2018-06-01,2018-04-12,Bulk Hardware 7 Hangar,4501732779.0,4501732779.0,PORD,1.0,1.0,,,7210.0
5055,4501737834 00001,,4.0,Purchase Order,614.56,CAD,,614.56,CAD,2019-06-03,2018-04-20,8 Hanger Stock,4501737834.0,4501737834.0,PORD,1.0,1.0,,,7210.0
5056,4501733967 00001,,4.0,Purchase Order,665.7,CAD,,665.7,CAD,2018-05-28,2018-04-16,AMSE Stock Order,4501733967.0,4501733967.0,PORD,1.0,1.0,,,7210.0
5062,0014796746 00010,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-03-12,2019-03-12,Grinding Wheels as per quote,14796746.0,14796746.0,PREQ,10.0,10.0,,,7312.0
5063,0014786218 00010,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-03-27,2019-03-06,Abrasive as per Quote,14786218.0,14786218.0,PREQ,10.0,10.0,,,7312.0
5064,0014681777 00030,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-01-10,2019-01-10,Sanding Disc,14681777.0,14681777.0,PREQ,30.0,30.0,,,7312.0
5065,0014576082 00030,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-12-07,2018-10-23,Sanding Disc,14576082.0,14576082.0,PREQ,30.0,30.0,,,7312.0
5066,0014554318 00010,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-10-24,2018-10-05,Grinding Stock as per Quote,14554318.0,14554318.0,PREQ,10.0,10.0,,,7312.0
5067,0014550819 00020,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-01-24,2018-10-03,7 hanger Abrasives,14550819.0,14550819.0,PREQ,20.0,20.0,,,7312.0
5068,0014532026 00040,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-10-26,2018-09-21,Abrasive Disc,14532026.0,14532026.0,PREQ,40.0,40.0,,,7312.0
5069,0014490482 00020,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-12-03,2018-08-23,Sanding Disc,14490482.0,14490482.0,PREQ,20.0,20.0,,,7312.0
5070,0014490307 00030,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-08-23,2018-08-23,Sanding Disc,14490307.0,14490307.0,PREQ,30.0,30.0,,,7312.0
5071,0014465165 00030,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-09-12,2018-08-01,"Sand Paper, Wire Wheels",14465165.0,14465165.0,PREQ,30.0,30.0,,,7312.0
5072,0014442015 00040,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-08-17,2018-07-13,Sand Paper,14442015.0,14442015.0,PREQ,40.0,40.0,,,7312.0
5073,0014431962 00020,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-08-17,2018-07-06,Wire Wheel,14431962.0,14431962.0,PREQ,20.0,20.0,,,7312.0
5074,0014417168 00030,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-08-17,2018-06-22,Suface Conditioning Disc,14417168.0,14417168.0,PREQ,30.0,30.0,,,7312.0
5075,0014415573 00020,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-07-19,2018-06-21,Grinding Disc,14415573.0,14415573.0,PREQ,20.0,20.0,,,7312.0
5076,0014402726 00020,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-07-18,2018-06-13,Flex Cut Grinding Wheel,14402726.0,14402726.0,PREQ,20.0,20.0,,,7312.0
5077,0014377619 00010,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-06-04,2018-05-28,Abrasive Stock,14377619.0,14377619.0,PREQ,10.0,10.0,,,7312.0
5078,0014370582 00020,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-07-18,2018-05-22,Cut off wheel,14370582.0,14370582.0,PREQ,20.0,20.0,,,7312.0
5079,0014353582 00030,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-07-04,2018-05-10,Surface Conditioning Disc,14353582.0,14353582.0,PREQ,30.0,30.0,,,7312.0
5080,0014339342 00010,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-05-28,2018-05-03,Abrasive Stock,14339342.0,14339342.0,PREQ,10.0,10.0,,,7312.0
5081,0014323730 00020,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-06-06,2018-04-25,Sanding Disc 4.5 Inch,14323730.0,14323730.0,PREQ,20.0,20.0,,,7312.0
5082,0014323721 00020,,5.0,Purchase Requisition,0,CAD,,0,CAD,2018-05-15,2018-04-25,Sanding Disc,14323721.0,14323721.0,PREQ,20.0,20.0,,,7312.0
5084,4501901050 00001,,5.0,Purchase Order,976.7,CAD,,976.7,CAD,2019-03-28,2019-03-12,Grinding Wheels as per quote,4501901050.0,4501901050.0,PORD,1.0,1.0,,,7312.0
5085,4501898701 00001,,5.0,Purchase Order,737.1,CAD,,737.1,CAD,2019-03-27,2019-03-06,Abrasive as per Quote,4501898701.0,4501898701.0,PORD,1.0,1.0,,,7312.0
5086,4501870050 00003,,5.0,Purchase Order,170,CAD,,170,CAD,2019-02-26,2019-01-10,Sanding Disc,4501870050.0,4501870050.0,PORD,3.0,3.0,,,7312.0
5087,4501832789 00003,,5.0,Purchase Order,113,CAD,,113,CAD,2018-12-06,2018-10-19,Sanding Disc,4501832789.0,4501832789.0,PORD,3.0,3.0,,,7312.0
5088,4501826134 00001,,5.0,Purchase Order,688.3,CAD,,688.3,CAD,2018-10-24,2018-10-05,Grinding Stock as per Quote,4501826134.0,4501826134.0,PORD,1.0,1.0,,,7312.0
5089,4501824796 00002,,5.0,Purchase Order,127.25,CAD,,127.25,CAD,2019-01-24,2018-10-03,7 hanger Abrasives,4501824796.0,4501824796.0,PORD,2.0,2.0,,,7312.0
5090,4501818454 00004,,5.0,Purchase Order,167.8,CAD,,167.8,CAD,2018-10-26,2018-09-21,Abrasive Disc,4501818454.0,4501818454.0,PORD,4.0,4.0,,,7312.0
5091,4501803988 00002,,5.0,Purchase Order,113,CAD,,113,CAD,2018-09-26,2018-08-23,Sanding Disc,4501803988.0,4501803988.0,PORD,2.0,2.0,,,7312.0
5092,4501803628 00003,,5.0,Purchase Order,188.5,CAD,,188.5,CAD,2018-11-01,2018-08-22,Sanding Disc,4501803628.0,4501803628.0,PORD,3.0,3.0,,,7312.0
5093,4501793666 00003,,5.0,Purchase Order,265.79,CAD,,265.79,CAD,2018-09-12,2018-08-01,"Sand Paper, Wire Wheels",4501793666.0,4501793666.0,PORD,3.0,3.0,,,7312.0
5094,4501784277 00004,,5.0,Purchase Order,91.5,CAD,,91.5,CAD,2018-08-17,2018-07-13,Sand Paper,4501784277.0,4501784277.0,PORD,4.0,4.0,,,7312.0
5095,4501780513 00002,,5.0,Purchase Order,28.13,CAD,,28.13,CAD,2018-08-17,2018-07-06,Wire Wheel,4501780513.0,4501780513.0,PORD,2.0,2.0,,,7312.0
5096,4501775005 00003,,5.0,Purchase Order,33.6,CAD,,33.6,CAD,2018-08-17,2018-06-22,Suface Conditioning Disc,4501775005.0,4501775005.0,PORD,3.0,3.0,,,7312.0
5097,4501774525 00002,,5.0,Purchase Order,113,CAD,,113,CAD,2018-07-19,2018-06-21,Grinding Disc,4501774525.0,4501774525.0,PORD,2.0,2.0,,,7312.0
5098,4501767253 00002,,5.0,Purchase Order,226.5,CAD,,226.5,CAD,2018-07-18,2018-06-08,Flex Cut Grinding Wheel,4501767253.0,4501767253.0,PORD,2.0,2.0,,,7312.0
5099,4501757208 00001,,5.0,Purchase Order,737.51,CAD,,737.51,CAD,2018-06-04,2018-05-23,Abrasive Stock,4501757208.0,4501757208.0,PORD,1.0,1.0,,,7312.0
5100,4501756467 00002,,5.0,Purchase Order,127.25,CAD,,127.25,CAD,2018-07-18,2018-05-22,Cut off wheel,4501756467.0,4501756467.0,PORD,2.0,2.0,,,7312.0
5101,4501750295 00003,,5.0,Purchase Order,131.8,CAD,,131.8,CAD,2018-07-03,2018-05-09,Surface Conditioning Disc,4501750295.0,4501750295.0,PORD,3.0,3.0,,,7312.0
5102,4501746565 00001,,5.0,Purchase Order,591.32,CAD,,591.32,CAD,2018-05-28,2018-05-03,Abrasive Stock,4501746565.0,4501746565.0,PORD,1.0,1.0,,,7312.0
5103,4501738689 00002,,5.0,Purchase Order,113,CAD,,113,CAD,2018-06-01,2018-04-23,Sanding Disc 4.5 Inch,4501738689.0,4501738689.0,PORD,2.0,2.0,,,7312.0
5104,4501733378 00002,,5.0,Purchase Order,73.4,CAD,,73.4,CAD,2018-05-15,2018-04-13,Sanding Disc,4501733378.0,4501733378.0,PORD,2.0,2.0,,,7312.0
5110,0014799345 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-03-20,2019-03-13,EP 0 Grease,14799345.0,14799345.0,PREQ,10.0,10.0,,,7341.0
5111,0014799108 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-03-29,2019-03-13,Hyd Oil Syn 87257,14799108.0,14799108.0,PREQ,10.0,10.0,,,7341.0
5112,0014796678 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-03-20,2019-03-12,DEF Fluid,14796678.0,14796678.0,PREQ,10.0,10.0,,,7341.0
5113,0014794437 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-03-21,2019-03-11,"Sea Foam, Oil, Brake Fluid as per quote",14794437.0,14794437.0,PREQ,10.0,10.0,,,7341.0
5114,0014794417 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-03-20,2019-03-11,Cleaner Degreaser ( State ),14794417.0,14794417.0,PREQ,10.0,10.0,,,7341.0
5115,0014791194 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-03-29,2019-03-08,W/ Washer Fluid,14791194.0,14791194.0,PREQ,10.0,10.0,,,7341.0
5116,0014791193 00020,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-03-21,2019-03-08,"Brake Fuild, Oil as per quote",14791193.0,14791193.0,PREQ,20.0,20.0,,,7341.0
5117,0014775514 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-03-22,2019-03-01,Grease 7 handilng Fee,14775514.0,14775514.0,PREQ,10.0,10.0,,,7341.0
5118,0014760627 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-03-05,2019-02-21,Universal A/F Coolent 205L,14760627.0,14760627.0,PREQ,10.0,10.0,,,7341.0
5119,0014760623 00020,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-03-05,2019-02-21,LOW Viscosit    TY22086,14760623.0,14760623.0,PREQ,20.0,20.0,,,7341.0
5120,0014760623 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-03-05,2019-02-21,HY-Gard  TY6342,14760623.0,14760623.0,PREQ,10.0,10.0,,,7341.0
5121,0014740188 00020,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-02-26,2019-02-11,Refrigerant R134A,14740188.0,14740188.0,PREQ,20.0,20.0,,,7341.0
5122,0014740188 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-02-26,2019-02-11,K&NRecharger,14740188.0,14740188.0,PREQ,10.0,10.0,,,7341.0
